1705715484756924867,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484757851600,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484760271549,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484763929128,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484765204191,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484768696546,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484769927740,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484773817777,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484776357412,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484777629137,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484781599760,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484782622814,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484787404775,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484791705846,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484792450189,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484793845415,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484794753551,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484798734426,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484801774024,Np11,-0.7885 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:66
1705715484802958011,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484807624101,Np11,-0.7869 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:89
1705715484808735847,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484810688734,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484814513683,Np11,-0.7869 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:89
1705715484815602540,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484819477558,Np11,-0.7869 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:89
1705715484820330858,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484824106454,Np11,-0.7869 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:89
1705715484824700832,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484826782941,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484829422235,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484838362693,Np11,-0.7869 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:89
1705715484839651107,Ni11,02 0.0100 -0.0100 05,02 0.0100 -0.0100 54,02 0.0100 -0.0100:A4
1705715484842545509,Np11,-0.7869 0.0000 -0.2661 0.0000 05,-1.4864 0.0000 0.0000 0.0000 54,0.7179 0.0000 0.0000 0.0000:89
